Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Currency_Type
44,Female,Master's Degree,Human Resources Manager,15,152000,UK,Mixed,GBP
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,African American,USD
30,Female,High School,Junior Sales Associate,1,26000,UK,Mixed,GBP
45,Male,PhD,Data Scientist,19,190000,UK,Mixed,GBP
31,Male,Bachelor's Degree,Software Developer,6,85000,UK,Asian,GBP
41,Female,Master's Degree,Marketing Coordinator,13,131000,UK,Welsh,GBP
34,Male,Bachelor's Degree,Operations Manager,8,101000,USA,African American,USD
30,Female,Master's Degree,Human Resources Coordinator,3,49000,Canada,White,CAD
44,Male,PhD,Data Scientist,18,182000,UK,Welsh,GBP
35,Female,Bachelor's Degree,Human Resources Manager,8,92000,UK,Mixed,GBP
26,Male,High School,Junior Sales Associate,1,26000,Australia,White,AUD
37,Female,Master's Degree,Marketing Manager,12,125000,UK,White,GBP
29,Male,Bachelor's Degree,Software Engineer,4,71000,USA,White,USD
51,Male,PhD,Data Scientist,24,240000,USA,White,USD
28,Female,Bachelor's Degree,Junior Software Developer,2,36000,China,Chinese,CNY
44,Female,Master's Degree,Human Resources Manager,15,152000,UK,White,GBP
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,Hispanic,USD
30,Female,High School,Junior Sales Associate,1,26000,China,Chinese,CNY
45,Male,PhD,Data Scientist,19,190000,USA,Hispanic,USD
31,Male,Bachelor's Degree,Software Developer,6,85000,China,Chinese,CNY
41,Female,Master's Degree,Marketing Coordinator,13,131000,Canada,Black,CAD
34,Male,Bachelor's Degree,Operations Manager,8,101000,Australia,White,AUD
30,Female,Master's Degree,Human Resources Coordinator,3,49000,Australia,Asian,AUD
44,Male,PhD,Data Scientist,18,182000,Australia,Australian,AUD
35,Female,Bachelor's Degree,Human Resources Manager,8,92000,Canada,Asian,CAD
26,Male,High School,Junior Sales Associate,1,26000,Australia,White,AUD
37,Female,Master's Degree,Marketing Manager,12,125000,China,Korean,CNY
29,Male,Bachelor's Degree,Software Engineer,4,71000,Australia,Asian,AUD
51,Male,PhD,Data Scientist,24,240000,Canada,Black,CAD
28,Female,Bachelor's Degree,Junior Software Developer,2,36000,Australia,Asian,AUD
44,Female,Master's Degree,Human Resources Manager,15,152000,Australia,White,AUD
38,Male,Bachelor's Degree,Operations Manager,11,119000,Canada,Asian,CAD
30,Female,High School,Junior Sales Associate,1,26000,UK,Mixed,GBP
45,Male,PhD,Data Scientist,19,190000,Australia,Asian,AUD
31,Male,Bachelor's Degree,Software Developer,6,85000,Canada,Black,CAD
41,Female,Master's Degree,Marketing Coordinator,13,131000,Australia,Asian,AUD
34,Male,Bachelor's Degree,Operations Manager,8,101000,USA,African American,USD
30,Female,Master's Degree,Human Resources Coordinator,3,49000,USA,Hispanic,USD
44,Male,PhD,Data Scientist,18,182000,China,Chinese,CNY
35,Female,Bachelor's Degree,Human Resources Manager,8,92000,Australia,White,AUD
26,Male,High School,Junior Sales Associate,1,26000,Canada,Black,CAD
37,Female,Master's Degree,Marketing Manager,12,125000,China,White,CNY
29,Male,Bachelor's Degree,Software Engineer,4,71000,USA,Asian,USD
51,Male,PhD,Data Scientist,24,240000,Canada,White,CAD
28,Female,Bachelor's Degree,Junior Software Developer,2,36000,Canada,White,CAD
44,Female,Master's Degree,Human Resources Manager,15,152000,China,Korean,CNY
38,Male,Bachelor's Degree,Operations Manager,11,119000,China,Chinese,CNY
30,Female,High School,Junior Sales Associate,1,26000,China,White,CNY
45,Male,PhD,Data Scientist,19,190000,USA,Hispanic,USD
31,Male,Bachelor's Degree,Software Developer,6,85000,Australia,Asian,AUD
41,Female,Master's Degree,Marketing Coordinator,13,131000,UK,Welsh,GBP
34,Male,Bachelor's Degree,Operations Manager,8,101000,Canada,Black,CAD
30,Female,Master's Degree,Human Resources Coordinator,3,49000,UK,Mixed,GBP
44,Male,PhD,Data Scientist,18,182000,Canada,Black,CAD
35,Female,Bachelor's Degree,Human Resources Manager,8,92000,Australia,Australian,AUD
26,Male,High School,Junior Sales Associate,1,26000,UK,White,GBP
37,Female,Master's Degree,Marketing Manager,12,125000,China,White,CNY
29,Male,Bachelor's Degree,Software Engineer,4,71000,Canada,Asian,CAD
51,Male,PhD,Data Scientist,24,240000,Canada,Asian,CAD
28,Female,Bachelor's Degree,Junior Software Developer,2,36000,Canada,White,CAD
44,Female,Master's Degree,Human Resources Manager,15,152000,UK,Welsh,GBP
38,Male,Bachelor's Degree,Operations Manager,11,119000,Australia,Asian,AUD
30,Female,High School,Junior Sales Associate,1,26000,China,Chinese,CNY
45,Male,PhD,Data Scientist,19,190000,Australia,White,AUD
31,Male,Bachelor's Degree,Software Developer,6,85000,UK,Welsh,GBP
41,Female,Master's Degree,Marketing Coordinator,13,131000,China,Korean,CNY
27,Male,Bachelor's Degree,Software Developer,3,62000,Canada,White,CAD
42,Female,Master's Degree,Marketing Manager,16,137000,USA,Asian,USD
35,Male,PhD,Data Scientist,9,112000,UK,Welsh,GBP
29,Female,Bachelor's Degree,Human Resources Coordinator,2,45000,USA,White,USD
33,Male,High School,Junior Sales Associate,1,25000,USA,Hispanic,USD
36,Female,Bachelor's Degree,Operations Manager,7,91000,USA,White,USD
43,Male,PhD,Data Scientist,17,179000,UK,Asian,GBP
31,Female,Bachelor's Degree,Software Engineer,5,74000,Canada,White,CAD
49,Male,Master's Degree,Marketing Manager,23,228000,Canada,White,CAD
28,Female,Bachelor's Degree,Junior Software Developer,2,37000,Australia,Asian,AUD
45,Female,PhD,Data Scientist,19,193000,UK,Asian,GBP
38,Male,Bachelor's Degree,Operations Manager,11,119000,Canada,Black,CAD
30,Female,High School,Junior Sales Associate,1,25000,Canada,Black,CAD
45,Male,Master's Degree,Marketing Manager,20,204000,Australia,White,AUD
27,Female,Bachelor's Degree,Software Developer,3,61000,UK,Mixed,GBP
41,Male,PhD,Data Scientist,15,157000,Canada,Asian,CAD
35,Female,Master's Degree,Human Resources Manager,8,92000,Australia,Australian,AUD
26,Male,Bachelor's Degree,Software Engineer,1,52000,USA,White,USD
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000,USA,African American,USD
48,Male,PhD,Data Scientist,22,219000,Canada,Asian,CAD
32,Female,Master's Degree,Marketing Manager,6,77000,Canada,Black,CAD
34,Male,Bachelor's Degree,Operations Manager,8,104000,Australia,White,AUD
31,Female,High School,Junior Sales Associate,1,25000,Canada,Asian,CAD
45,Male,Master's Degree,Marketing Manager,20,204000,UK,White,GBP
28,Female,Bachelor's Degree,Junior Software Developer,2,37000,USA,African American,USD
44,Female,PhD,Data Scientist,18,183000,Canada,Asian,CAD
38,Male,Bachelor's Degree,Operations Manager,11,119000,Australia,Australian,AUD
30,Female,High School,Junior Sales Associate,1,25000,UK,Mixed,GBP
45,Male,Master's Degree,Marketing Manager,20,204000,UK,Mixed,GBP
27,Female,Bachelor's Degree,Software Developer,3,61000,China,Korean,CNY
41,Male,PhD,Data Scientist,15,157000,Australia,Australian,AUD
35,Female,Master's Degree,Human Resources Manager,8,92000,USA,White,USD
26,Male,Bachelor's Degree,Software Engineer,1,52000,Australia,Asian,AUD
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000,Canada,Black,CAD
48,Male,PhD,Data Scientist,22,219000,UK,Mixed,GBP
32,Female,Master's Degree,Marketing Manager,6,77000,Australia,White,AUD
34,Male,Bachelor's Degree,Operations Manager,8,104000,USA,White,USD
31,Female,High School,Junior Sales Associate,1,25000,UK,White,GBP
45,Male,Master's Degree,Marketing Manager,20,204000,USA,White,USD
28,Female,Bachelor's Degree,Junior Software Developer,2,37000,Canada,White,CAD
44,Female,PhD,Data Scientist,18,183000,Australia,White,AUD
38,Male,Bachelor's Degree,Operations Manager,11,119000,UK,Welsh,GBP
30,Female,High School,Junior Sales Associate,1,25000,Canada,Asian,CAD
45,Male,Master's Degree,Marketing Manager,20,204000,China,Korean,CNY
27,Female,Bachelor's Degree,Software Developer,3,61000,USA,Asian,USD
41,Male,PhD,Data Scientist,15,157000,Canada,White,CAD
35,Female,Master's Degree,Human Resources Manager,8,92000,China,Korean,CNY
26,Male,Bachelor's Degree,Software Engineer,1,52000,China,Korean,CNY
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000,USA,Hispanic,USD
48,Male,PhD,Data Scientist,22,219000,Australia,Australian,AUD
32,Female,Master's Degree,Marketing Manager,6,77000,UK,White,GBP
34,Male,Bachelor's Degree,Operations Manager,8,104000,Canada,White,CAD
31,Female,High School,Junior Sales Associate,1,25000,Canada,White,CAD
45,Male,Master's Degree,Marketing Manager,20,204000,China,Korean,CNY
28,Female,Bachelor's Degree,Junior Software Developer,2,37000,Canada,Black,CAD
44,Female,PhD,Data Scientist,18,183000,China,Chinese,CNY
38,Male,Bachelor's Degree,Operations Manager,11,119000,China,Chinese,CNY
30,Female,High School,Junior Sales Associate,1,25000,Canada,Asian,CAD
45,Male,Master's Degree,Marketing Manager,20,204000,Canada,White,CAD
27,Female,Bachelor's Degree,Software Developer,3,61000,Australia,White,AUD
41,Male,PhD,Data Scientist,15,157000,UK,Welsh,GBP
35,Female,Master's Degree,Human Resources Manager,8,92000,China,Chinese,CNY
26,Male,Bachelor's Degree,Software Engineer,1,52000,China,Chinese,CNY
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000,USA,African American,USD
48,Male,PhD,Data Scientist,22,219000,UK,Mixed,GBP
32,Female,Master's Degree,Marketing Manager,6,77000,Canada,White,CAD
34,Male,Bachelor's Degree,Operations Manager,8,104000,Canada,Asian,CAD
31,Female,High School,Junior Sales Associate,1,25000,Australia,White,AUD
45,Male,Master's Degree,Marketing Manager,20,204000,China,Chinese,CNY
28,Female,Bachelor's Degree,Junior Software Developer,2,37000,China,White,CNY
44,Female,PhD,Data Scientist,18,183000,UK,Mixed,GBP
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,African American,USD
30,Female,High School,Junior Sales Associate,1,25000,UK,Mixed,GBP
45,Male,Master's Degree,Marketing Manager,20,204000,Australia,Australian,AUD
27,Female,Bachelor's Degree,Software Developer,3,61000,China,Korean,CNY
41,Male,PhD,Data Scientist,15,157000,Canada,Asian,CAD
35,Female,Master's Degree,Human Resources Manager,8,92000,USA,Hispanic,USD
26,Male,Bachelor's Degree,Software Engineer,1,52000,Canada,Black,CAD
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000,China,Korean,CNY
48,Male,PhD,Data Scientist,22,219000,UK,Mixed,GBP
32,Female,Master's Degree,Marketing Manager,6,77000,Australia,Australian,AUD
34,Male,Bachelor's Degree,Operations Manager,8,104000,USA,Hispanic,USD
31,Female,High School,Junior Sales Associate,1,25000,UK,White,GBP
45,Male,Master's Degree,Marketing Manager,20,204000,UK,Asian,GBP
28,Female,Bachelor's Degree,Junior Software Developer,2,37000,Australia,Australian,AUD
44,Female,PhD,Data Scientist,18,183000,Australia,Asian,AUD
38,Male,Bachelor's Degree,Operations Manager,11,119000,Canada,Asian,CAD
30,Female,High School,Junior Sales Associate,1,25000,China,White,CNY
45,Male,Master's Degree,Marketing Manager,20,204000,Canada,Asian,CAD
27,Female,Bachelor's Degree,Software Developer,3,61000,USA,African American,USD
41,Male,PhD,Data Scientist,15,157000,China,Chinese,CNY
35,Female,Master's Degree,Human Resources Manager,8,92000,USA,White,USD
26,Male,Bachelor's Degree,Software Engineer,1,52000,Australia,Australian,AUD
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000,Australia,White,AUD
48,Male,PhD,Data Scientist,22,219000,UK,Asian,GBP
32,Female,Master's Degree,Marketing Manager,6,77000,USA,Asian,USD
34,Male,Bachelor's Degree,Operations Manager,8,104000,China,Korean,CNY
31,Female,High School,Junior Sales Associate,1,25000,Canada,Asian,CAD
45,Male,Master's Degree,Marketing Manager,20,204000,USA,African American,USD
28,Female,Bachelor's Degree,Junior Software Developer,2,37000,UK,White,GBP
44,Female,PhD,Data Scientist,18,183000,Canada,White,CAD
38,Male,Bachelor's Degree,Operations Manager,11,119000,China,White,CNY
30,Female,High School,Junior Sales Associate,1,25000,UK,White,GBP
45,Male,Master's Degree,Marketing Manager,20,204000,Canada,Asian,CAD
27,Female,Bachelor's Degree,Software Developer,3,61000,Australia,Asian,AUD
41,Male,PhD,Data Scientist,15,157000,Canada,White,CAD
35,Female,Master's Degree,Human Resources Manager,8,92000,UK,Asian,GBP
26,Male,Bachelor's Degree,Software Engineer,1,52000,China,Chinese,CNY
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000,UK,Mixed,GBP
48,Male,PhD,Data Scientist,22,219000,Australia,White,AUD
32,Female,Master's Degree,Marketing Manager,6,77000,UK,White,GBP
34,Male,Bachelor's Degree,Operations Manager,8,104000,Canada,Asian,CAD
31,Female,High School,Junior Sales Associate,1,25000,Canada,Asian,CAD
45,Male,Master's Degree,Marketing Manager,20,204000,USA,White,USD
28,Female,Bachelor's Degree,Junior Software Developer,2,37000,Australia,Asian,AUD
44,Female,PhD,Data Scientist,18,183000,Canada,White,CAD
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,Hispanic,USD
30,Female,High School,Junior Sales Associate,1,25000,UK,Asian,GBP
45,Male,Master's Degree,Marketing Manager,20,204000,Canada,White,CAD
27,Female,Bachelor's Degree,Software Developer,3,61000,USA,African American,USD
41,Male,PhD,Data Scientist,15,157000,Australia,Asian,AUD
35,Female,Master's Degree,Human Resources Manager,8,92000,China,Korean,CNY
26,Male,Bachelor's Degree,Software Engineer,1,52000,UK,Mixed,GBP
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000,China,Korean,CNY
48,Male,PhD,Data Scientist,22,219000,USA,Asian,USD
32,Female,Master's Degree,Marketing Manager,6,77000,USA,African American,USD
31,Female,Master's Degree,Director of HR,6,95000,Canada,Asian,CAD
28,Male,Bachelor's Degree,Junior Web Developer,2,45000,China,White,CNY
29,Female,Master's Degree,Senior HR Generalist,4,70000,Australia,White,AUD
35,Male,PhD,Senior Human Resources Manager,10,110000,China,White,CNY
26,Female,High School,Web Developer,1,35000,Canada,White,CAD
32,Male,Bachelor's Degree,Junior HR Generalist,5,60000,Australia,White,AUD
27,Female,Master's Degree,Web Developer,2,50000,Canada,White,CAD
39,Male,Master's Degree,Director of HR,12,120000,Canada,White,CAD
23,Female,Bachelor's Degree,Junior HR Generalist,1,32000,China,Chinese,CNY
30,Male,Bachelor's Degree,Web Developer,4,65000,China,White,CNY
26,Female,Bachelor's Degree,Junior HR Coordinator,1,35000,Canada,White,CAD
42,Male,PhD,Senior Human Resources Manager,14,130000,UK,Asian,GBP
34,Female,Master's Degree,Director of HR,9,95000,China,Korean,CNY
28,Male,High School,Juniour HR Generalist,2,43000,UK,Welsh,GBP
31,Female,Bachelor's Degree,Junior HR Coordinator,4,50000,China,Korean,CNY
29,Male,Bachelor's Degree,Web Developer,3,60000,Canada,Black,CAD
35,Female,Master's Degree,Senior HR Generalist,8,80000,UK,White,GBP
26,Male,Master's Degree,Junior Web Developer,2,48000,Australia,Australian,AUD
40,Female,PhD,Director of HR,13,125000,USA,White,USD
34,Male,Bachelor's Degree,Web Developer,7,85000,USA,Asian,USD
26,Female,Bachelor's Degree,Junior HR Generalist,2,42000,UK,White,GBP
29,Male,Master's Degree,Senior HR Generalist,4,70000,USA,Hispanic,USD
25,Female,High School,Juniour HR Coordinator,1,32000,China,White,CNY
33,Male,Master's Degree,Web Developer,6,80000,China,White,CNY
27,Female,Bachelor's Degree,Junior HR Generalist,2,42000,Canada,Asian,CAD
31,Male,PhD,Senior Human Resources Manager,7,90000,UK,Welsh,GBP
29,Female,Master's Degree,Web Developer,4,65000,UK,Mixed,GBP
24,Male,Bachelor's Degree,Junior Web Developer,1,40000,Australia,White,AUD
42,Female,Master's Degree,Senior HR Generalist,12,110000,UK,Welsh,GBP
34,Male,Master's Degree,Director of HR,10,105000,Australia,Australian,AUD
28,Female,Bachelor's Degree,Junior HR Generalist,3,50000,Australia,Australian,AUD
33,Male,PhD,Director of HR,8,95000,Australia,Asian,AUD
29,Female,Bachelor's Degree,Web Developer,3,60000,Australia,Asian,AUD
25,Male,High School,Junior HR Generalist,2,40000,UK,Asian,GBP
26,Female,Master's Degree,Senior HR Generalist,2,55000,China,Korean,CNY
30,Male,Bachelor's Degree,Web Developer,5,70000,USA,Asian,USD
24,Female,High School,Juniour HR Coordinator,1,32000,Canada,Black,CAD
31,Male,Master's Degree,Director of HR,7,90000,China,White,CNY
27,Female,Bachelor's Degree,Web Developer,2,50000,UK,Mixed,GBP
35,Male,PhD,Senior Human Resources Manager,10,110000,USA,White,USD
26,Female,Bachelor's Degree,Junior HR Generalist,1,32000,Australia,Australian,AUD
32,Male,Master's Degree,Web Developer,6,80000,UK,White,GBP
29,Female,Master's Degree,Senior HR Generalist,4,70000,UK,Welsh,GBP
25,Male,High School,Web Developer,2,45000,USA,White,USD
33,Female,Bachelor's Degree,Junior HR Generalist,7,65000,China,White,CNY
27,Male,Master's Degree,Web Developer,2,50000,China,White,CNY
28,Female,Bachelor's Degree,Junior HR Coordinator,3,45000,Australia,White,AUD
34,Male,PhD,Director of HR,9,95000,USA,White,USD
30,Female,Bachelor's Degree,Web Developer,4,65000,Australia,White,AUD
26,Male,Bachelor's Degree,Junior HR Coordinator,2,38000,USA,White,USD
42,Female,Master's Degree,Senior Human Resources Manager,13,125000,UK,Asian,GBP
34,Male,Master's Degree,Web Developer,8,90000,Australia,White,AUD
28,Female,High School,Juniour HR Generalist,2,43000,China,Chinese,CNY
31,Male,Bachelor's Degree,Junior HR Generalist,5,60000,Canada,Black,CAD
29,Female,Master's Degree,Web Developer,3,60000,China,Korean,CNY
35,Male,PhD,Senior Human Resources Manager,10,110000,UK,Mixed,GBP
26,Female,Bachelor's Degree,Web Developer,1,35000,UK,White,GBP
32,Male,Master's Degree,Director of HR,6,95000,Australia,Asian,AUD
27,Female,Master's Degree,Junior HR Generalist,2,42000,USA,African American,USD
39,Male,Master's Degree,Senior HR Generalist,11,100000,Australia,White,AUD
23,Female,Bachelor's Degree,Junior HR Coordinator,1,32000,UK,Welsh,GBP
30,Male,Bachelor's Degree,Web Developer,4,65000,USA,Asian,USD
26,Female,Bachelor's Degree,Junior HR Generalist,2,42000,USA,African American,USD
42,Male,PhD,Director of HR,14,130000,China,Korean,CNY
34,Female,Master's Degree,Director of HR,9,95000,China,Korean,CNY
28,Male,High School,Junior Web Developer,2,43000,Australia,Asian,AUD
31,Female,Bachelor's Degree,Junior HR Coordinator,4,50000,Australia,Australian,AUD
29,Male,Bachelor's Degree,Web Developer,3,60000,USA,Hispanic,USD
35,Female,Master's Degree,Senior HR Generalist,8,80000,Canada,Black,CAD
26,Male,Master's Degree,Junior Web Developer,2,48000,Australia,White,AUD
